hour,month,day_of_week,is_weekend,pm25,pm10,so2,nox,no2,co,wind_speed,temperature,humidity,pm_ratio,nox_so2_ratio,label
9,9,0,0,66.25,127.76,12.42,113.63,66.87,2.89,2.03,28.0,61.8,0.519,9.147,vehicular
19,5,3,0,63.77,119.59,9.28,73.66,51.28,2.18,2.31,28.5,56.3,0.533,7.94,vehicular
9,12,3,0,120.36,154.36,11.7,34.4,22.39,0.474,1.2,29.9,54.6,0.78,2.939,seasonal_inversion
19,8,1,0,51.69,139.39,1.75,134.97,84.31,2.977,2.84,28.0,45.6,0.371,77.105,vehicular
19,12,1,0,40.43,74.3,5.22,95.72,53.07,3.73,0.88,37.0,38.2,0.544,18.327,vehicular
9,10,6,1,179.31,348.86,6.31,35.99,20.79,0.88,1.11,23.5,29.5,0.514,5.699,agricultural_burning
12,12,6,1,175.65,271.99,3.47,21.51,10.95,2.993,2.45,30.2,35.5,0.646,6.207,agricultural_burning
7,10,3,0,60.22,122.2,4.47,95.81,62.11,3.315,0.75,26.0,58.8,0.493,21.421,vehicular
17,4,3,0,74.9,191.73,8.51,13.95,6.88,2.536,3.65,29.7,42.5,0.391,1.638,agricultural_burning
9,12,2,0,55.16,62.66,14.99,36.71,20.3,0.942,1.48,17.3,75.1,0.88,2.45,seasonal_inversion
22,1,1,0,178.6,181.79,58.1,57.49,25.57,0.645,1.92,27.1,65.2,0.982,0.989,industrial
5,11,3,0,114.41,184.9,12.61,26.8,17.02,1.206,0.03,18.0,93.8,0.619,2.125,seasonal_inversion
8,11,4,0,100.77,163.13,2.62,74.07,37.29,2.787,1.36,32.5,58.5,0.618,28.235,vehicular
13,11,2,0,85.74,223.66,11.7,25.95,18.23,0.938,4.11,37.3,26.7,0.383,2.217,agricultural_burning
8,2,3,0,116.44,168.65,18.5,20.84,14.59,0.454,1.13,11.2,58.9,0.69,1.127,seasonal_inversion
16,3,3,0,185.22,286.51,2.7,17.91,8.66,1.396,2.29,31.1,63.0,0.646,6.638,agricultural_burning
18,3,0,0,92.29,143.18,9.59,87.29,52.08,1.724,1.29,37.8,45.0,0.645,9.102,vehicular
19,2,1,0,59.28,121.96,7.55,50.36,29.46,3.523,2.3,19.8,65.7,0.486,6.668,vehicular
8,12,1,0,83.19,137.38,10.8,114.8,58.28,2.969,1.6,38.9,25.5,0.606,10.628,vehicular
7,2,3,0,147.08,218.32,14.6,38.88,30.41,0.817,0.42,16.2,69.7,0.674,2.664,seasonal_inversion
10,10,2,0,65.11,124.61,9.36,95.2,66.52,4.159,2.58,30.9,56.6,0.522,10.176,vehicular
4,11,5,1,140.64,199.68,63.2,54.3,31.44,0.457,2.22,20.8,57.9,0.704,0.859,industrial
7,12,1,0,125.43,199.19,14.51,28.91,23.55,1.144,1.11,9.0,78.5,0.63,1.992,seasonal_inversion
6,2,5,1,92.19,132.77,10.88,17.21,9.03,1.213,1.13,10.5,56.4,0.694,1.581,seasonal_inversion
20,6,5,1,49.37,65.45,-0.9,22.83,13.52,0.424,5.9,28.2,84.1,0.754,5.0,unknown
7,2,5,1,96.2,145.34,15.46,32.92,18.4,0.931,0.36,16.4,60.7,0.662,2.13,seasonal_inversion
7,8,1,0,43.5,51.85,10.73,-4.23,1.27,0.291,1.97,39.8,47.1,0.839,-0.394,unknown
7,12,2,0,68.94,123.09,24.33,39.47,24.2,0.393,0.92,18.9,58.5,0.56,1.622,seasonal_inversion
19,4,4,0,109.3,205.95,8.13,66.85,37.7,1.421,0.69,29.6,39.8,0.531,8.223,vehicular
17,1,4,0,80.7,127.45,5.45,57.49,26.72,3.148,1.69,19.2,59.9,0.633,10.543,vehicular
7,1,4,0,86.47,139.14,19.66,42.72,32.61,0.755,0.72,11.5,82.6,0.621,2.173,seasonal_inversion
22,2,4,0,149.76,214.17,28.0,25.72,16.95,0.571,2.3,17.4,74.1,0.699,0.919,industrial
17,3,2,0,126.17,193.95,15.66,5.08,2.99,2.116,1.49,38.1,44.2,0.651,0.324,agricultural_burning
17,12,5,1,201.33,288.92,10.39,42.89,18.61,2.053,1.18,35.6,59.4,0.697,4.127,agricultural_burning
10,7,0,0,101.4,186.47,3.57,107.89,83.49,1.582,1.58,30.2,45.3,0.544,30.2,vehicular
7,1,2,0,55.2,72.35,13.66,16.65,12.3,0.837,0.64,22.8,85.6,0.763,1.219,seasonal_inversion
8,7,1,0,52.87,87.35,3.92,54.17,15.49,2.759,2.12,40.4,73.3,0.605,13.832,vehicular
9,1,3,0,112.7,180.68,10.93,28.86,17.55,0.641,0.73,23.7,77.4,0.624,2.639,seasonal_inversion
20,7,0,0,28.95,70.14,11.55,43.18,19.55,0.521,7.46,38.5,62.4,0.413,3.739,unknown
8,2,3,0,38.8,46.37,5.36,15.66,10.59,0.593,3.23,44.1,26.6,0.837,2.921,unknown
23,10,0,0,146.24,182.44,74.94,18.74,14.49,0.106,1.76,15.5,58.0,0.802,0.25,industrial
17,12,4,0,111.32,151.57,5.93,80.15,44.71,1.962,2.32,33.7,83.5,0.734,13.525,vehicular
3,8,2,0,136.87,187.51,58.34,48.66,39.31,0.113,3.91,32.0,73.2,0.73,0.834,industrial
3,5,1,0,40.55,71.06,3.14,16.69,8.48,0.512,4.45,30.6,40.4,0.571,5.319,unknown
22,6,2,0,137.73,189.26,40.75,42.4,26.31,1.473,3.92,30.9,44.4,0.728,1.04,industrial
6,12,4,0,69.48,84.44,13.47,25.66,17.57,1.273,1.25,14.7,58.3,0.823,1.904,seasonal_inversion
9,11,6,1,259.25,385.07,4.46,6.26,6.93,1.246,2.34,31.2,37.0,0.673,1.404,agricultural_burning
19,6,4,0,86.97,157.65,3.8,70.25,40.63,3.328,2.11,19.5,63.7,0.552,18.478,vehicular
9,12,4,0,53.18,105.03,12.94,63.24,41.07,1.597,1.88,29.0,24.1,0.506,4.887,vehicular
8,9,0,0,37.36,71.76,6.84,98.12,65.71,4.295,0.51,26.9,30.6,0.521,14.355,vehicular
7,2,6,1,61.43,87.32,1.17,25.71,18.15,0.923,0.39,13.7,61.8,0.703,22.064,seasonal_inversion
2,6,6,1,162.21,268.62,85.25,21.95,13.5,0.808,2.81,21.2,84.1,0.604,0.258,industrial
7,10,6,1,49.93,69.16,10.45,35.85,20.04,0.578,1.6,30.1,61.3,0.722,3.431,unknown
15,3,1,0,126.6,328.9,5.41,20.18,16.19,1.579,1.78,31.8,46.8,0.385,3.734,agricultural_burning
18,9,3,0,69.78,132.13,7.64,32.29,17.25,3.065,2.6,29.3,67.1,0.528,4.223,vehicular
9,11,5,1,105.55,185.14,10.72,4.93,1.19,0.73,0.55,12.5,80.7,0.57,0.46,seasonal_inversion
8,12,5,1,91.31,122.41,17.54,36.34,29.12,0.788,0.11,25.8,85.3,0.746,2.072,seasonal_inversion
20,8,1,0,91.34,111.09,7.65,74.44,21.74,1.167,1.61,33.4,37.7,0.822,9.73,vehicular
8,1,4,0,71.01,135.09,7.79,87.84,59.95,1.086,2.97,29.1,74.4,0.526,11.276,vehicular
11,6,5,1,59.78,95.89,2.17,6.41,1.08,0.28,7.47,42.1,64.3,0.623,2.948,unknown
10,11,3,0,90.62,110.37,13.19,39.42,26.25,1.051,1.17,20.0,83.9,0.821,2.988,seasonal_inversion
6,12,2,0,62.98,82.84,16.29,31.45,19.22,0.943,0.13,24.7,61.9,0.76,1.93,seasonal_inversion
5,5,6,1,132.15,211.02,89.92,20.16,8.83,0.874,1.81,36.0,45.9,0.626,0.224,industrial
18,5,4,0,58.03,89.87,10.09,119.1,72.03,2.796,0.61,32.0,78.0,0.646,11.807,vehicular
11,12,4,0,141.52,289.01,4.17,18.25,7.01,1.116,3.99,34.6,85.0,0.49,4.38,agricultural_burning
4,9,0,0,42.7,30.6,9.71,-4.56,-2.4,0.433,4.67,37.8,78.1,1.395,-0.47,unknown
2,5,1,0,188.03,259.38,47.48,35.85,30.74,0.642,1.48,28.1,74.1,0.725,0.755,industrial
22,3,2,0,159.85,197.76,59.87,44.88,23.61,0.64,3.8,27.4,65.8,0.808,0.75,industrial
17,4,1,0,34.36,68.47,7.57,10.14,6.4,0.773,1.9,32.7,23.1,0.502,1.34,unknown
4,11,5,1,43.89,64.79,5.48,12.27,10.53,0.388,1.69,30.0,31.3,0.677,2.24,unknown
5,10,1,0,97.55,170.07,122.58,13.95,8.0,1.087,3.15,24.6,73.3,0.574,0.114,industrial
9,6,6,1,23.12,36.14,8.9,38.12,15.08,0.782,5.07,30.5,50.6,0.64,4.282,unknown
18,8,2,0,114.51,206.3,5.56,80.81,41.35,3.524,1.43,33.1,70.4,0.555,14.539,vehicular
13,9,6,1,27.02,22.15,7.6,32.11,16.92,0.196,1.56,19.9,80.0,1.22,4.223,unknown
10,12,5,1,81.15,128.53,19.77,25.2,10.87,0.678,1.14,22.1,69.1,0.631,1.275,seasonal_inversion
18,3,3,0,159.68,243.73,9.72,25.29,17.06,1.434,2.73,28.9,84.3,0.655,2.601,agricultural_burning
9,4,2,0,81.76,117.31,3.49,99.48,53.68,2.228,1.27,23.7,37.8,0.697,28.515,vehicular
9,1,0,0,84.92,104.56,19.46,24.48,13.9,1.345,1.1,23.4,81.1,0.812,1.258,seasonal_inversion
2,10,1,0,39.66,49.56,5.15,19.8,11.28,0.796,6.68,42.0,69.3,0.8,3.848,unknown
13,4,4,0,142.48,265.88,7.6,25.76,14.15,2.442,2.71,28.4,42.7,0.536,3.389,agricultural_burning
5,6,6,1,174.07,224.93,70.47,31.71,19.76,1.091,3.81,26.4,71.9,0.774,0.45,industrial
18,1,3,0,68.55,108.58,9.0,131.68,91.46,2.106,0.83,22.1,60.6,0.631,14.627,vehicular
7,12,6,1,126.48,198.96,7.87,22.48,19.38,0.597,1.21,17.8,44.7,0.636,2.858,seasonal_inversion
6,2,6,1,49.51,61.25,13.22,60.62,47.09,1.081,0.61,15.1,51.0,0.808,4.585,seasonal_inversion
22,3,1,0,48.46,93.16,9.89,43.94,26.35,0.421,4.55,21.6,74.7,0.52,4.445,unknown
17,11,4,0,204.64,338.02,6.8,13.78,6.68,1.006,4.4,32.1,60.4,0.605,2.027,agricultural_burning
22,8,0,0,156.77,203.33,64.62,24.36,14.65,0.783,1.04,19.2,49.2,0.771,0.377,industrial
0,12,1,0,111.56,113.44,59.57,52.02,40.52,0.169,3.38,31.3,69.0,0.983,0.873,industrial
10,12,3,0,109.48,194.3,11.49,132.49,94.52,3.235,2.44,30.0,53.9,0.563,11.533,vehicular
23,9,2,0,150.93,180.97,50.97,26.77,20.96,0.897,3.78,29.8,51.0,0.834,0.525,industrial
7,11,1,0,64.09,71.64,8.36,29.06,21.51,0.817,0.23,16.8,73.9,0.895,3.475,seasonal_inversion
10,2,0,0,93.4,134.91,1.79,98.13,47.23,3.114,2.08,27.2,42.4,0.692,54.792,vehicular
13,11,0,0,67.71,123.21,6.76,23.82,12.37,1.622,4.75,36.4,62.8,0.55,3.526,agricultural_burning
10,2,3,0,51.77,39.3,18.91,48.1,36.15,1.149,0.13,22.1,67.4,1.317,2.543,seasonal_inversion
23,10,5,1,133.83,170.22,97.25,11.28,9.01,0.626,2.66,32.4,78.4,0.786,0.116,industrial
0,6,2,0,159.99,177.84,116.74,52.81,36.31,0.962,2.56,38.3,64.0,0.9,0.452,industrial
14,11,4,0,195.89,297.56,6.18,5.81,2.47,1.756,4.06,42.2,44.0,0.658,0.94,agricultural_burning
6,2,4,0,112.98,146.37,5.57,21.82,9.78,0.689,0.48,2.0,76.5,0.772,3.92,seasonal_inversion
5,12,6,1,143.67,207.15,6.57,22.42,17.69,0.597,0.1,25.3,70.8,0.694,3.412,seasonal_inversion
7,4,2,0,78.66,134.06,9.69,81.35,44.69,1.529,2.07,37.1,57.1,0.587,8.393,vehicular
10,12,5,1,125.36,168.82,6.49,11.82,12.26,1.114,0.59,24.9,74.2,0.743,1.821,seasonal_inversion
5,1,0,0,135.17,155.93,22.13,18.62,10.88,0.526,0.51,24.3,64.3,0.867,0.841,seasonal_inversion
10,1,2,0,63.69,103.6,8.8,33.73,20.67,0.623,1.2,21.7,66.2,0.615,3.831,seasonal_inversion
14,3,0,0,180.06,261.28,10.62,27.93,15.75,1.419,1.66,28.4,58.1,0.689,2.63,agricultural_burning
20,5,0,0,106.18,204.88,8.43,68.74,37.2,3.084,1.13,31.4,71.8,0.518,8.15,vehicular
10,3,4,0,111.38,227.31,8.58,110.49,58.63,2.758,2.4,24.5,67.8,0.49,12.871,vehicular
22,6,6,1,199.97,295.84,94.39,49.92,27.62,0.755,2.85,34.3,54.8,0.676,0.529,industrial
9,2,3,0,40.9,77.61,13.21,27.46,21.15,1.098,0.73,23.2,72.8,0.527,2.078,seasonal_inversion
9,10,6,1,111.73,240.19,10.2,23.88,11.18,2.453,3.66,23.4,60.1,0.465,2.34,agricultural_burning
15,4,0,0,172.53,207.24,10.29,14.69,10.31,1.895,3.54,27.9,36.5,0.832,1.428,agricultural_burning
9,1,6,1,106.81,136.73,8.77,14.89,8.79,1.372,0.7,18.0,70.2,0.781,1.697,seasonal_inversion
12,1,6,1,25.27,20.79,6.88,31.52,16.09,0.574,4.97,34.2,54.6,1.216,4.579,unknown
19,12,2,0,58.45,130.48,13.35,106.03,77.9,3.36,0.59,27.2,69.8,0.448,7.945,vehicular
5,12,0,0,214.39,268.93,81.79,42.71,26.04,1.007,1.44,32.0,66.7,0.797,0.522,industrial
7,11,4,0,99.1,165.07,2.86,24.66,20.71,1.287,0.21,23.8,93.1,0.6,8.612,seasonal_inversion
23,10,3,0,20.09,20.0,3.73,20.46,11.55,0.424,4.38,27.3,82.6,1.004,5.482,unknown
20,8,2,0,88.06,161.61,2.3,100.97,78.94,2.219,0.58,26.6,70.9,0.545,43.973,vehicular
6,9,3,0,157.07,262.76,83.45,47.47,35.22,0.656,2.56,24.2,71.4,0.598,0.569,industrial
7,12,0,0,56.33,74.25,0.47,35.85,26.45,1.1,1.04,12.0,67.0,0.759,75.511,seasonal_inversion
18,6,4,0,47.52,73.69,6.68,16.5,15.15,0.636,5.0,15.5,38.1,0.645,2.472,unknown
20,1,0,0,22.66,40.62,7.8,10.2,2.28,0.659,1.24,27.9,48.2,0.558,1.307,unknown
18,12,1,0,194.18,274.52,2.03,17.32,9.53,2.242,2.84,23.4,42.0,0.707,8.524,agricultural_burning
9,11,6,1,100.71,205.16,9.22,5.31,2.26,2.116,3.16,41.4,28.1,0.491,0.576,agricultural_burning
9,5,2,0,43.88,86.34,9.58,10.75,1.04,0.443,1.56,37.2,81.0,0.508,1.122,unknown
11,10,2,0,99.61,188.95,3.89,24.47,14.8,2.788,2.44,31.8,40.5,0.527,6.293,agricultural_burning
1,9,2,0,75.46,139.35,13.13,9.08,7.24,0.77,5.16,33.8,34.4,0.542,0.692,unknown
8,2,1,0,64.19,113.4,5.09,151.51,107.74,2.707,0.74,33.3,55.5,0.566,29.749,vehicular
11,3,0,0,48.87,133.22,0.09,16.35,7.9,2.162,1.29,25.6,84.1,0.367,173.356,agricultural_burning
23,3,0,0,220.2,273.44,120.02,11.12,4.94,0.515,2.74,28.2,57.1,0.805,0.093,industrial
7,11,5,1,112.1,175.42,14.47,22.32,14.57,1.131,0.27,17.7,81.4,0.639,1.543,seasonal_inversion
9,8,2,0,107.89,204.34,10.88,131.53,65.01,1.97,2.15,32.9,42.3,0.528,12.086,vehicular
20,8,2,0,53.03,88.06,5.66,93.81,68.41,3.109,2.53,25.7,58.7,0.602,16.568,vehicular
18,9,4,0,102.74,188.96,3.28,66.13,47.53,2.354,1.97,35.4,30.9,0.544,20.177,vehicular
2,2,1,0,96.72,96.3,82.75,32.25,16.0,0.608,1.33,31.4,56.5,1.004,0.39,industrial
5,2,4,0,51.09,71.25,13.91,35.3,22.95,1.21,0.78,19.6,63.7,0.717,2.537,seasonal_inversion
20,5,0,0,29.59,70.4,10.86,34.19,16.19,0.668,3.6,15.0,49.1,0.42,3.15,unknown
16,11,3,0,152.96,240.25,4.04,16.02,10.84,0.76,4.54,33.3,57.9,0.637,3.967,agricultural_burning
3,5,3,0,135.91,222.64,97.18,6.53,4.18,0.258,3.82,29.1,49.5,0.61,0.067,industrial
8,6,3,0,94.86,170.69,7.03,72.21,52.2,2.807,2.67,33.6,70.4,0.556,10.269,vehicular
1,3,1,0,199.51,223.62,74.68,33.35,18.92,0.579,1.13,34.3,63.5,0.892,0.447,industrial
3,12,6,1,141.32,124.11,74.86,18.96,16.58,0.657,1.55,25.2,51.7,1.139,0.253,industrial
7,11,1,0,53.1,84.19,11.77,20.14,8.2,0.908,1.19,22.7,63.7,0.631,1.712,seasonal_inversion
22,1,6,1,190.75,306.24,65.76,22.53,14.88,0.813,2.09,28.0,51.9,0.623,0.343,industrial
22,7,5,1,209.67,288.87,59.5,50.02,27.21,1.084,3.68,29.7,77.4,0.726,0.841,industrial
0,1,0,0,161.86,217.24,66.25,15.62,13.94,0.635,0.73,25.3,60.1,0.745,0.236,industrial
9,2,3,0,84.58,113.19,8.04,6.59,5.76,0.657,0.86,16.9,79.3,0.747,0.819,seasonal_inversion
17,3,1,0,156.62,362.66,10.36,26.16,17.3,3.023,3.99,37.6,74.9,0.432,2.525,agricultural_burning
1,9,3,0,44.84,48.31,3.77,23.4,14.82,0.256,3.71,39.0,57.1,0.928,6.203,unknown
17,6,4,0,64.2,94.88,6.53,32.66,22.34,0.414,2.96,27.1,41.5,0.677,5.001,unknown
8,1,5,1,135.16,177.55,9.35,33.7,10.26,0.456,0.73,18.5,75.9,0.761,3.603,seasonal_inversion
15,3,1,0,42.97,61.17,16.86,24.93,11.21,0.626,2.9,20.4,61.7,0.703,1.479,unknown
10,3,0,0,98.86,197.49,1.34,25.77,12.51,1.985,3.56,38.9,50.3,0.501,19.275,agricultural_burning
7,1,4,0,60.82,98.28,9.61,117.01,73.9,2.538,1.68,25.9,46.2,0.619,12.176,vehicular
9,11,0,0,66.19,141.57,9.32,95.99,60.6,1.193,2.67,21.8,49.0,0.468,10.3,vehicular
17,1,4,0,49.38,90.39,3.02,125.98,73.78,2.275,1.16,31.4,68.3,0.546,41.753,vehicular
16,9,2,0,55.52,73.3,5.87,36.16,19.84,0.611,6.77,31.6,32.1,0.757,6.16,unknown
12,3,1,0,50.25,93.07,10.78,5.62,1.32,0.261,1.67,15.8,74.3,0.54,0.522,unknown
8,6,4,0,61.57,116.74,3.29,134.98,80.54,2.222,1.19,29.7,76.3,0.527,41.076,vehicular
17,11,2,0,71.47,100.89,8.91,77.75,57.59,2.433,0.61,29.3,67.0,0.708,8.728,vehicular
13,10,5,1,105.29,156.91,13.97,14.65,8.36,2.42,4.32,28.2,45.4,0.671,1.048,agricultural_burning
5,2,2,0,58.01,92.01,13.16,44.63,30.8,0.892,1.33,19.7,82.2,0.63,3.391,seasonal_inversion
0,3,4,0,179.85,226.02,58.14,38.83,19.05,0.713,3.77,32.5,50.8,0.796,0.668,industrial
18,12,2,0,221.01,322.29,2.25,17.66,8.48,1.616,3.63,29.8,25.0,0.686,7.85,agricultural_burning
10,1,1,0,92.19,107.44,10.51,29.67,20.41,0.974,0.5,12.3,68.8,0.858,2.824,seasonal_inversion
9,3,2,0,105.59,230.16,10.39,15.52,14.03,1.73,2.57,31.2,25.4,0.459,1.494,agricultural_burning
13,12,2,0,52.37,57.03,9.41,26.08,18.07,0.398,7.91,17.7,78.6,0.918,2.772,unknown
5,6,6,1,193.71,271.2,76.74,15.28,15.07,0.64,1.31,40.2,83.4,0.714,0.199,industrial
20,4,2,0,92.18,163.31,6.2,80.69,60.77,1.558,2.47,22.6,39.2,0.564,13.006,vehicular
5,2,0,0,74.23,86.74,14.6,40.38,26.29,0.766,1.42,14.7,74.7,0.856,2.766,seasonal_inversion
14,3,4,0,44.31,59.77,12.45,15.05,7.37,0.313,4.17,37.2,76.3,0.741,1.209,unknown
7,6,5,1,68.79,85.21,13.52,11.26,11.81,0.314,6.57,36.2,71.8,0.807,0.833,unknown
16,1,1,0,34.88,46.99,13.74,12.43,10.91,0.541,3.45,30.6,70.4,0.742,0.904,unknown
18,1,0,0,92.68,163.93,7.11,101.31,64.74,1.896,1.88,32.9,90.0,0.565,14.239,vehicular
5,1,4,0,106.72,142.06,15.11,19.27,12.06,1.168,0.01,20.0,63.0,0.751,1.275,seasonal_inversion
2,9,1,0,171.55,201.6,88.91,37.83,22.39,1.019,3.35,20.0,52.6,0.851,0.425,industrial
18,8,1,0,41.6,57.78,8.91,-9.11,-8.81,0.421,7.12,40.7,58.9,0.72,-1.022,unknown
15,4,2,0,139.33,347.58,15.49,19.94,13.26,1.79,2.95,31.1,49.0,0.401,1.288,agricultural_burning
21,9,6,1,74.83,95.7,13.79,28.52,18.06,0.637,3.36,28.5,69.9,0.782,2.068,unknown
10,1,1,0,90.33,146.77,17.64,20.1,13.72,0.566,0.09,17.0,71.1,0.615,1.139,seasonal_inversion
0,9,6,1,178.11,198.38,93.69,45.24,32.05,0.858,1.04,22.9,43.5,0.898,0.483,industrial
9,8,2,0,80.94,91.78,10.41,97.6,64.29,3.991,2.7,32.6,57.5,0.882,9.378,vehicular
22,2,2,0,162.29,276.42,95.67,30.75,26.56,1.047,0.99,24.4,54.5,0.587,0.321,industrial
6,12,4,0,106.47,127.21,10.6,16.02,12.87,0.644,0.33,22.6,49.4,0.837,1.511,seasonal_inversion
14,3,6,1,87.1,202.26,5.61,9.8,5.71,1.52,4.73,29.5,48.8,0.431,1.746,agricultural_burning
1,6,1,0,136.09,179.57,60.71,33.7,25.48,0.674,2.47,34.8,57.7,0.758,0.555,industrial
5,2,1,0,96.17,147.99,13.66,34.65,26.51,0.76,0.54,29.9,93.5,0.65,2.536,seasonal_inversion
10,2,2,0,55.59,75.78,6.15,26.84,24.5,0.748,1.03,22.1,83.7,0.734,4.367,seasonal_inversion
20,1,2,0,82.2,106.51,1.96,101.77,56.72,2.089,0.51,38.0,44.9,0.772,52.03,vehicular
5,2,4,0,52.33,80.78,10.99,11.45,8.35,1.026,1.14,26.4,55.0,0.648,1.043,seasonal_inversion
14,3,5,1,15.07,6.02,6.17,7.24,1.71,0.318,1.89,35.6,46.4,2.504,1.172,unknown
18,7,1,0,48.49,77.22,3.69,74.96,42.65,2.93,1.3,24.6,59.0,0.628,20.293,vehicular
12,7,2,0,54.69,72.7,4.19,5.58,3.35,0.259,1.62,34.5,56.4,0.752,1.33,unknown
18,6,0,0,89.74,99.38,9.3,79.31,66.6,1.313,2.22,22.9,50.4,0.903,8.525,vehicular
8,12,4,0,102.92,106.14,6.51,37.1,17.24,1.202,0.27,19.3,71.1,0.97,5.701,seasonal_inversion
1,6,4,0,19.7,33.24,17.4,20.77,15.29,0.427,1.94,34.8,73.6,0.593,1.194,unknown
10,12,3,0,96.01,137.45,4.59,109.93,80.56,2.61,0.54,38.2,66.4,0.698,23.974,vehicular
8,11,2,0,98.62,122.55,15.48,21.26,13.74,1.018,0.33,9.7,73.1,0.805,1.373,seasonal_inversion
10,12,2,0,89.54,159.46,5.46,127.81,71.55,2.482,1.57,35.2,35.5,0.562,23.418,vehicular
20,6,4,0,102.88,176.8,9.32,85.04,42.58,3.862,1.52,36.5,22.6,0.582,9.124,vehicular
5,2,6,1,73.99,146.86,14.65,11.28,6.57,1.304,0.29,7.3,79.9,0.504,0.77,seasonal_inversion
10,10,2,0,100.17,152.03,6.62,22.15,11.84,0.793,1.7,33.5,55.1,0.659,3.345,agricultural_burning
23,5,4,0,117.59,151.7,52.54,11.2,6.64,1.265,2.03,28.1,59.2,0.775,0.213,industrial
1,4,1,0,172.08,225.62,47.19,50.66,30.52,0.792,1.38,33.0,60.0,0.763,1.074,industrial
13,12,6,1,161.4,300.13,7.92,24.21,14.04,1.543,1.46,32.8,52.9,0.538,3.056,agricultural_burning
7,1,2,0,101.88,130.34,13.15,35.95,21.37,0.412,0.1,19.0,65.5,0.782,2.735,seasonal_inversion
17,1,2,0,45.01,113.62,5.6,83.63,51.79,1.135,2.91,40.5,42.2,0.396,14.937,vehicular
9,11,1,0,113.06,153.79,10.49,43.77,29.13,0.883,0.26,16.3,84.0,0.735,4.174,seasonal_inversion
8,1,1,0,78.74,108.54,11.04,125.03,85.22,2.855,0.53,28.5,68.1,0.725,11.328,vehicular
5,2,4,0,63.12,112.18,5.9,15.43,13.75,0.381,0.58,16.5,63.0,0.563,2.616,seasonal_inversion
17,2,4,0,28.04,54.25,15.94,76.64,41.18,3.283,1.2,24.8,40.1,0.517,4.807,vehicular
4,8,6,1,45.33,51.77,9.55,22.23,17.09,0.345,4.47,15.3,69.2,0.876,2.328,unknown
13,12,2,0,46.35,77.68,14.09,10.44,8.06,0.349,2.31,20.1,74.5,0.597,0.741,unknown
18,3,4,0,48.75,88.43,7.95,87.07,60.24,3.322,2.47,27.0,35.8,0.551,10.949,vehicular
11,12,5,1,184.57,244.6,8.79,38.7,19.09,1.462,3.49,30.2,40.6,0.755,4.402,agricultural_burning
2,9,6,1,208.79,254.31,83.76,21.21,15.3,0.806,1.06,24.8,57.3,0.821,0.253,industrial
13,4,2,0,246.52,435.48,4.73,12.75,6.33,1.782,1.35,31.5,34.0,0.566,2.696,agricultural_burning
8,3,1,0,113.93,177.2,5.5,100.31,57.61,2.105,2.93,24.9,72.4,0.643,18.231,vehicular
19,12,3,0,41.7,70.06,7.2,79.34,60.7,2.803,2.61,22.7,61.4,0.595,11.019,vehicular
10,4,5,1,34.12,30.88,9.38,15.08,9.35,0.765,1.04,31.1,73.5,1.105,1.608,unknown
23,8,6,1,17.54,28.86,5.28,30.08,18.67,0.397,4.52,30.2,52.7,0.608,5.7,unknown
5,8,3,0,147.68,183.5,119.96,26.62,16.59,1.184,2.38,32.6,54.6,0.805,0.222,industrial
10,11,3,0,122.58,136.58,20.69,17.61,12.09,0.974,0.82,23.7,86.4,0.897,0.851,seasonal_inversion
19,11,4,0,47.47,57.0,11.89,24.27,18.15,0.918,2.08,23.9,48.6,0.833,2.041,unknown
18,12,2,0,63.15,103.97,6.9,127.69,71.57,1.947,2.62,26.9,43.9,0.607,18.5,vehicular
22,9,1,0,225.03,276.96,68.78,54.41,33.29,0.969,2.66,30.6,80.3,0.812,0.791,industrial
12,12,5,1,42.91,47.28,9.88,38.76,16.93,0.54,2.4,20.8,64.6,0.907,3.923,unknown
18,11,6,1,45.8,69.97,4.88,22.65,19.4,0.195,6.31,38.1,48.4,0.655,4.643,unknown
19,3,0,0,43.05,71.96,7.52,33.57,20.45,3.146,0.97,26.6,51.6,0.598,4.462,vehicular
18,8,4,0,41.34,73.37,7.99,100.0,56.74,3.772,1.53,22.9,71.1,0.563,12.515,vehicular
18,12,2,0,199.53,301.72,17.38,21.33,10.78,1.661,4.09,35.3,36.3,0.661,1.227,agricultural_burning
20,12,0,0,83.39,157.82,2.38,102.87,49.18,2.651,0.6,34.7,52.3,0.528,43.254,vehicular
14,4,4,0,108.39,197.34,3.05,32.36,22.96,1.855,3.97,22.2,41.9,0.549,10.608,agricultural_burning
18,11,1,0,96.15,216.89,9.81,21.23,13.81,0.925,1.61,32.0,17.9,0.443,2.163,agricultural_burning
8,12,2,0,67.63,98.8,16.15,34.67,19.05,1.145,1.48,13.6,79.6,0.685,2.146,seasonal_inversion
10,2,2,0,120.83,148.49,6.21,24.16,20.65,0.496,0.99,17.7,73.6,0.814,3.888,seasonal_inversion
13,10,2,0,199.4,326.87,2.15,8.12,5.27,1.419,1.18,35.7,67.8,0.61,3.778,agricultural_burning
20,8,1,0,79.82,141.51,8.72,116.99,93.56,1.254,2.71,31.0,36.6,0.564,13.41,vehicular
9,8,0,0,120.99,222.04,9.3,131.46,94.57,3.157,2.96,33.2,63.5,0.545,14.135,vehicular
1,11,4,0,141.41,195.85,71.29,39.64,31.02,0.788,3.21,25.5,63.9,0.722,0.556,industrial
